,0,3,5,10,15,20,0,3,5,10,15,20
      ,男,男,男,男,男,男,女,女,女,女,女,女
18,21409,9981,6487,3962,3278,3157,19666,9157,5945,3619,2998,2882
19,21501,10007,6515,3972,3300,3175,19819,9209,5977,3645,3015,2906
20,21532,10042,6524,3987,3305,3182,19934,9260,6027,3674,3033,2926
21,21577,10046,6544,3997,3315,3193,20041,9312,6058,3694,3059,2940
22,21568,10064,6554,3997,3325,3193,20145,9380,6090,3715,3076,2954
23,21594,10077,6549,4002,3319,3204,20283,9428,6135,3739,3094,2984
24,21620,10094,6559,4013,3329,3215,20383,9475,6167,3759,3114,2998
25,21600,10085,6570,4018,3338,3215,20519,9539,6208,3775,3132,3022
26,21622,10098,6580,4018,3342,3226,20611,9582,6235,3805,3158,3036
27,21643,10111,6591,4033,3352,3231,20707,9646,6281,3830,3170,3060
28,21661,10120,6596,4038,3362,3242,20839,9711,6308,3850,3196,3074
29,21675,10156,6607,4049,3366,3254,20972,9754,6350,3875,3218,3098
30,21732,10164,6628,4054,3376,3265,21057,9819,6392,3905,3235,3123
31,21738,10192,6634,4070,3390,3281,21178,9875,6429,3931,3256,3137
32,21787,10200,6655,4075,3400,3293,21288,9932,6467,3951,3277,3162
33,21793,10227,6677,4091,3415,3317,21384,9980,6500,3971,3293,3180
34,21834,10255,6694,4107,3429,3333,21467,10019,6528,3992,3324,3216
35,21868,10278,6711,4129,3444,3358,21578,10076,6568,4017,3340,3228
36,21901,10320,6744,4146,3470,3375,21630,10107,6587,4033,3360,3246
37,21971,10368,6757,4169,3485,3393,21706,10147,6613,4054,3380,3269
38,22037,10406,6786,4192,3512,3431,21759,10178,6634,4070,3400,3293
39,22096,10445,6832,4215,3550,3463,21795,10200,6650,4080,3415,3309
40,22146,10505,6857,4250,3572,3509,21824,10246,6683,4107,3429,3346
41,22235,10560,6917,4281,3611,3556,21853,10287,6716,4129,3455,3363
42,22317,10617,6955,4325,3658,3605,21914,10325,6744,4152,3474,3393
43,22434,10690,7012,4370,3706,3670,21971,10363,6768,4186,3512,3437
44,22497,10787,7084,4429,3769,3729,22061,10416,6809,4215,3544,3468
45,22640,10882,7152,4484,3827,3816,22144,10470,6862,4245,3583,3514
46,22844,11005,7259,4568,3916,3916,22290,10578,6925,4304,3642,3592
47,23082,11184,7369,4649,4010,4031,22473,10710,7013,4373,3708,3664
48,23313,11360,7493,4749,4117,4183,22646,10836,7105,4437,3784,3755
49,23586,11533,7645,4870,4247,4336,22854,10960,7213,4524,3856,3851
50,23850,11772,7792,5002,4387,4525,23104,11110,7319,4608,3960,3969
