;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
____ ____ ;(____)_ ;;;;;(____)_ ;;;;
;;;;;;;;;;
;0;5;10;15;20;0;5;10;15;20
;;;;;;;;;;
0;100.7;22.5;12.2;8.8;7.2;88.8;19.8;10.8;7.8;6.3
;;;;;;;;;;
1;103.6;23.2;12.6;9.1;7.4;91;20.3;11;7.9;6.5
;;;;;;;;;;
2;106.7;23.8;12.9;9.4;7.6;93.5;20.9;11.4;8.1;6.6
;;;;;;;;;;
3;109.9;24.6;13.3;9.6;7.8;96.2;21.4;11.6;8.4;6.8
;;;;;;;;;;
4;113.3;25.3;13.7;10;8;99;22;12;8.6;7
;;;;;;;;;;
5;116.9;26.1;14.2;10.3;8.3;102.1;22.8;12.4;8.9;7.2
;;;;;;;;;;
6;120.6;26.9;14.6;10.5;8.5;105.3;23.5;12.7;9.2;7.5
;;;;;;;;;;
7;124.5;27.8;15.1;10.9;8.8;108.7;24.2;13.2;9.6;7.7
;;;;;;;;;;
8;128.5;28.7;15.6;11.3;9.1;112.2;25;13.6;9.8;8
;;;;;;;;;;
9;132.6;29.5;16.1;11.7;9.4;115.9;25.8;14;10.2;8.2
;;;;;;;;;;
10;137;30.5;16.6;12;9.8;119.5;26.6;14.5;10.4;8.5
;;;;;;;;;;
11;141.5;31.5;17.2;12.4;10.1;123.4;27.5;15;10.8;8.7
;;;;;;;;;;
12;146.1;32.6;17.7;12.8;10.4;127.3;28.4;15.5;11.1;9.1
;;;;;;;;;;
13;151;33.7;18.4;13.2;10.8;131.5;29.3;15.9;11.5;9.4
;;;;;;;;;;
14;155.9;34.8;18.9;13.7;11.1;135.6;30.2;16.4;11.9;9.7
;;;;;;;;;;
15;161.2;35.9;19.6;14.2;11.5;140;31.2;17;12.3;9.9
;;;;;;;;;;
16;166.5;37.1;20.2;14.6;11.9;144.4;32.2;17.5;12.7;10.3
;;;;;;;;;;
17;172;38.4;20.9;15.1;12.4;149;33.2;18.1;13.1;10.7
;;;;;;;;;;
18;177.7;39.6;21.6;15.7;12.8;153.8;34.3;18.7;13.5;11
;;;;;;;;;;
19;183.6;41;22.3;16.2;13.2;158.6;35.4;19.2;13.9;11.3
;;;;;;;;;;
20;189.7;42.3;23.1;16.7;13.7;163.8;36.5;19.9;14.4;11.7
;;;;;;;;;;
21;196;43.8;23.8;17.3;14.1;168.9;37.7;20.5;14.9;12.1
;;;;;;;;;;
22;202.4;45.2;24.7;17.9;14.6;174.4;39;21.2;15.4;12.5
;;;;;;;;;;
23;209.1;46.7;25.5;18.5;15;179.9;40.2;21.9;15.8;13
;;;;;;;;;;
24;216;48.2;26.3;19.1;15.5;185.7;41.4;22.6;16.4;13.4
;;;;;;;;;;
25;223;49.8;27.2;19.7;16.1;191.6;42.8;23.3;17;13.9
;;;;;;;;;;
26;230.2;51.4;28.1;20.4;16.7;197.7;44.2;24.1;17.5;14.3
;;;;;;;;;;
27;237.8;53.1;29;21.1;17.3;203.9;45.5;24.9;18;14.8
;;;;;;;;;;
28;245.4;54.8;30;21.8;17.9;210.3;47;25.7;18.7;15.3
;;;;;;;;;;
29;253.3;56.7;31;22.6;18.5;216.8;48.5;26.5;19.3;15.8
;;;;;;;;;;
30;261.4;58.5;32;23.3;19.1;223.5;50;27.3;19.9;16.3
;;;;;;;;;;
31;269.8;60.4;33.1;24.1;19.8;230.3;51.5;28.3;20.6;17
;;;;;;;;;;
32;278.4;62.3;34.1;24.9;20.5;237.4;53.1;29.1;21.2;17.6
;;;;;;;;;;
