±ó,1,1,1,1,1,2,2,2,2,2
,3,5,10,20,30,3,5,10,20,30
0,51.77,32.3,17.34,10.16,7.79,46.22,28.84,15.48,9.06,6.95
1,52.38,32.68,17.54,10.28,7.88,46.57,29.05,15.59,9.13,7
2,53.11,33.13,17.78,10.42,7.99,47.08,29.37,15.76,9.23,7.08
3,53.89,33.61,18.04,10.57,8.11,47.66,29.73,15.95,9.34,7.16
4,54.7,34.12,18.31,10.73,8.23,48.29,30.11,16.15,9.46,7.26
5,55.53,34.64,18.58,10.89,8.36,48.96,30.53,16.38,9.59,7.36
6,56.41,35.18,18.88,11.06,8.5,49.69,30.98,16.62,9.74,7.47
7,57.31,35.74,19.18,11.24,8.64,50.43,31.45,16.87,9.88,7.59
8,58.23,36.32,19.49,11.42,8.78,51.2,31.93,17.13,10.04,7.71
9,59.18,36.91,19.8,11.61,8.93,51.99,32.42,17.4,10.2,7.83
10,60.14,37.51,20.13,11.81,9.08,52.79,32.92,17.66,10.35,7.96
11,61.13,38.12,20.46,12.01,9.24,53.58,33.41,17.93,10.51,8.08
12,62.13,38.75,20.8,12.21,9.4,54.36,33.9,18.19,10.67,8.21
13,63.16,39.39,21.14,12.42,9.56,55.14,34.39,18.46,10.83,8.33
14,64.2,40.04,21.5,12.63,9.73,55.92,34.88,18.72,10.98,8.46
15,65.26,40.71,21.86,12.84,9.91,56.71,35.37,18.99,11.14,8.59
16,66.33,41.38,22.22,13.06,10.08,57.5,35.87,19.25,11.3,8.72
17,67.42,42.06,22.59,13.29,10.26,58.31,36.37,19.53,11.47,8.85
18,68.51,42.74,22.97,13.51,10.45,59.12,36.88,19.8,11.63,8.99
19,69.61,43.43,23.34,13.74,10.63,59.94,37.39,20.08,11.8,9.13
20,70.71,44.13,23.72,13.97,10.82,60.73,37.88,20.35,11.97,9.27
21,71.82,44.82,24.09,14.2,11.02,61.52,38.38,20.62,12.13,9.41
22,72.94,45.52,24.48,14.43,11.21,62.33,38.88,20.89,12.3,9.55
23,74.04,46.21,24.85,14.66,11.41,63.13,39.39,21.17,12.47,9.69
24,75.14,46.9,25.23,14.89,11.62,63.93,39.89,21.44,12.65,9.84
25,76.24,47.59,25.61,15.13,11.82,64.7,40.38,21.71,12.82,9.99
26,77.34,48.28,25.98,15.37,12.04,65.46,40.85,21.97,12.98,10.13
27,78.41,48.96,26.35,15.61,12.26,66.21,41.32,22.23,13.15,10.28
28,79.49,49.63,26.72,15.85,12.48,66.94,41.78,22.48,13.32,10.43
29,80.53,50.29,27.09,16.09,12.7,67.61,42.2,22.72,13.48,10.57
30,81.56,50.94,27.45,16.33,12.94,68.24,42.61,22.95,13.63,10.71
31,82.59,51.58,27.81,16.58,,68.83,42.98,23.16,13.78,
32,83.6,52.22,28.17,16.83,,69.37,43.33,23.36,13.92,
33,84.58,52.85,28.53,17.08,,69.87,43.64,23.55,14.06,
34,85.56,53.47,28.88,17.34,,70.28,43.91,23.71,14.18,
35,86.49,54.06,29.23,17.6,,70.64,44.15,23.86,14.29,
36,87.39,54.64,29.57,17.86,,70.93,44.34,23.98,14.4,
37,88.25,55.19,29.9,18.13,,71.12,44.47,24.07,14.48,
38,89.05,55.72,30.22,18.39,,71.23,44.56,24.14,14.55,
39,89.79,56.2,30.53,18.66,,71.24,44.58,24.18,14.61,
40,90.46,56.65,30.82,18.92,,71.17,44.55,24.18,14.65,
41,91.02,57.03,31.08,,,70.98,44.45,24.16,,
42,91.45,57.33,31.31,,,70.66,44.27,24.09,,
43,91.78,57.58,31.51,,,70.21,44,23.97,,
44,91.93,57.71,31.65,,,69.61,43.64,23.8,,
45,91.9,57.74,31.74,,,68.82,43.17,23.58,,
46,91.66,57.64,,,,67.83,42.57,,,
47,91.16,57.38,,,,66.64,41.84,,,
48,90.42,56.96,,,,65.28,41,,,
49,89.45,56.42,,,,63.73,40.06,,,
50,88.19,55.69,,,,62.03,39,,,
