,0,3,5,10,0,3,5,10
      ,男,男,男,男,女,女,女,女
18,9707.7,4141.5,2605.38,1456.91,9097.32,3865.72,2427.79,1353.91
19,9757.96,4168.77,2623.9,1470.35,9152.24,3894.8,2449.45,1366.45
20,9800,4193.88,2640.44,1480.82,9216.87,3922.94,2467.85,1377.69
21,9833.66,4215.59,2657.82,1491.86,9278.77,3956.85,2488.82,1392.55
22,9859.76,4234.85,2669.33,1501.8,9340.44,3988.82,2510.27,1406.41
23,9896.65,4257.68,2685.97,1510.51,9398.88,4021.34,2533.87,1420.42
24,9932.88,4282.4,2700.5,1522.86,9455.89,4051.72,2553.53,1433.39
25,9966.86,4304.69,2720.45,1536.65,9524.9,4088.34,2576.81,1450.35
26,10013.94,4327.57,2737.95,1548.41,9592.66,4124.45,2604.54,1465.93
27,10045.37,4355.8,2757.67,1561.42,9658.8,4161.29,2627.72,1484.47
28,10088.4,4383.48,2776.35,1575.99,9736.71,4203.49,2655.39,1499.7
29,10143.74,4418.4,2797.9,1592.58,9814.91,4245.42,2685.85,1519.36
30,10182.93,4445.76,2820.64,1609.57,9890.85,4288.51,2713.69,1540.46
31,10236.64,4486.63,2848.58,1626.97,9965.67,4334.68,2744.76,1561.85
32,10302.59,4521.74,2870.82,1648.49,10049.4,4382.44,2779.58,1582.86
33,10352.97,4561.88,2903.78,1668.63,10127.74,4426.75,2807.9,1602.97
34,10417.84,4603.78,2931.52,1689.72,10217.61,4476.67,2841.91,1626.71
35,10481.67,4645.58,2965,1714.88,10300.83,4526.7,2878.67,1652.55
36,10560.78,4695.42,2998.67,1739.64,10379.4,4573.76,2915,1679.56
37,10639.68,4755.45,3038.93,1770.85,10450.66,4624.98,2949.75,1703.88
38,10716.48,4807.77,3079.68,1801.89,10529.74,4675.51,2982.56,1733.47
39,10812.56,4867.98,3128.5,1832.86,10603.62,4730.71,3025.57,1761.91
40,10890.48,4940.78,3171.58,1871.74,10694.44,4788.66,3064.98,1790.58
41,11004.69,5005.83,3229.88,1910.97,10783.6,4847.59,3110.77,1826.59
42,11100.65,5092.87,3283.66,1957.78,10872.89,4916.67,3156.85,1866.61
43,11217.87,5174.8,3344.97,2007.92,10981.81,4995.66,3212.51,1906.99
44,11357.54,5268.78,3418.93,2064.88,11090.58,5068.9,3275.87,1955.6
45,11500.7,5378.89,3498.73,2127.66,11219.64,5166.54,3343.94,2009.87
46,11647.88,5495.62,3588.62,2201.76,11351.7,5265.84,3414.88,2064.68
47,11822.8,5632.6,3685.9,2280.83,11485.51,5372.82,3496.89,2131.95
48,12002.83,5778.97,3793.65,2376.77,11643.85,5496.59,3583.79,2209.84
49,12190.88,5936.89,3918.94,2484.74,11831.6,5627.74,3687.82,2293.78
50,12414.73,6127.8,4055.93,2603.84,12025.59,5782.8,3809.77,2397.95
51,12682.72,6330.72,4222.71,2754.76,12226.99,5966.84,3944.92,2513.84
52,12964.62,6577.9,4418.98,2938.91,12468.91,6165.74,4102.8,2651.94
53,13267.67,6877.83,4645.85,3154.88,12753.68,6387.81,4281.8,2828.79
54,13630.79,7215.88,4928.86,3439.86,13060,6673.91,4485.96,3021.89
55,14025.74,7608.91,5261.78,3792.85,13386.86,6975.88,4750.78,3285
56,14503.85,,,,13782.78,,,
57,15036.76,,,,14216.86,,,
58,15696.82,,,,14741.89,,,
59,16458.79,,,,15390.95,,,
60,17349.8,,,,16136.94,,,
