____;__;____;______
1;1;0;224
1;1;1;224
1;1;2;224
1;1;3;224
1;1;4;224
1;1;5;224
1;1;6;224
1;1;7;224
1;1;8;224
1;1;9;224
1;1;10;224
1;1;11;224
1;1;12;224
1;1;13;224
1;1;14;224
1;1;15;224
1;1;16;224
1;1;17;224
1;1;18;224
1;1;19;223
1;1;20;223
1;1;21;223
1;1;22;223
1;1;23;223
1;1;24;223
1;1;25;223
1;1;26;223
1;1;27;223
1;1;28;223
1;1;29;223
1;1;30;223
1;1;31;223
1;1;32;223
1;1;33;223
1;1;34;223
1;1;35;223
1;1;36;223
1;1;37;223
1;1;38;223
1;1;39;223
1;1;40;223
1;1;41;223
1;1;42;223
1;1;43;223
1;1;44;223
1;1;45;223
1;1;46;223
1;1;47;223
1;1;48;223
1;1;49;223
1;1;50;223
1;1;51;223
1;1;52;223
1;1;53;223
1;1;54;223
1;1;55;223
1;2;0;224
1;2;1;224
1;2;2;224
1;2;3;224
1;2;4;224
1;2;5;224
1;2;6;224
1;2;7;224
1;2;8;224
1;2;9;224
1;2;10;224
1;2;11;224
1;2;12;224
1;2;13;224
1;2;14;224
1;2;15;224
1;2;16;224
1;2;17;224
1;2;18;224
1;2;19;224
1;2;20;224
1;2;21;224
1;2;22;224
1;2;23;224
1;2;24;224
1;2;25;223
1;2;26;223
1;2;27;223
1;2;28;223
1;2;29;223
1;2;30;223
1;2;31;223
1;2;32;223
1;2;33;223
1;2;34;223
1;2;35;223
1;2;36;223
1;2;37;223
1;2;38;223
1;2;39;223
1;2;40;223
1;2;41;223
1;2;42;223
1;2;43;223
1;2;44;223
1;2;45;223
1;2;46;223
1;2;47;223
1;2;48;223
1;2;49;223
1;2;50;223
1;2;51;223
1;2;52;223
1;2;53;223
1;2;54;223
1;2;55;223
5;1;0;963
5;1;1;963
5;1;2;963
5;1;3;962
5;1;4;962
5;1;5;961
5;1;6;961
5;1;7;961
5;1;8;960
5;1;9;960
5;1;10;959
5;1;11;959
5;1;12;958
5;1;13;958
5;1;14;957
5;1;15;957
5;1;16;956
5;1;17;956
5;1;18;955
5;1;19;955
5;1;20;954
5;1;21;954
5;1;22;953
5;1;23;953
5;1;24;952
5;1;25;951
5;1;26;951
5;1;27;950
5;1;28;950
5;1;29;949
5;1;30;948
5;1;31;948
5;1;32;947
5;1;33;946
5;1;34;946
5;1;35;945
5;1;36;944
5;1;37;944
5;1;38;943
5;1;39;943
5;1;40;942
5;1;41;941
5;1;42;941
5;1;43;940
5;1;44;940
5;1;45;939
5;1;46;939
5;1;47;939
5;1;48;938
5;1;49;938
5;1;50;938
5;1;51;938
5;1;52;938
5;1;53;938
5;1;54;938
5;1;55;939
5;2;0;968
5;2;1;968
5;2;2;968
5;2;3;968
5;2;4;968
5;2;5;967
5;2;6;967
5;2;7;967
5;2;8;966
5;2;9;966
5;2;10;966
5;2;11;966
5;2;12;965
5;2;13;965
5;2;14;965
5;2;15;964
5;2;16;964
5;2;17;964
5;2;18;963
5;2;19;963
5;2;20;962
5;2;21;962
5;2;22;962
5;2;23;961
5;2;24;961
5;2;25;961
5;2;26;960
5;2;27;960
5;2;28;959
5;2;29;959
5;2;30;958
5;2;31;958
5;2;32;957
5;2;33;957
5;2;34;957
5;2;35;956
5;2;36;956
5;2;37;955
5;2;38;955
5;2;39;954
5;2;40;954
5;2;41;953
5;2;42;953
5;2;43;952
5;2;44;952
5;2;45;951
5;2;46;951
5;2;47;950
5;2;48;950
5;2;49;950
5;2;50;949
5;2;51;949
5;2;52;949
5;2;53;949
5;2;54;949
5;2;55;949
10;1;0;1800
10;1;1;1799
10;1;2;1798
10;1;3;1797
10;1;4;1796
10;1;5;1795
10;1;6;1794
10;1;7;1792
10;1;8;1791
10;1;9;1790
10;1;10;1788
10;1;11;1787
10;1;12;1785
10;1;13;1784
10;1;14;1782
10;1;15;1781
10;1;16;1779
10;1;17;1778
10;1;18;1776
10;1;19;1774
10;1;20;1773
10;1;21;1771
10;1;22;1769
10;1;23;1767
10;1;24;1765
10;1;25;1763
10;1;26;1761
10;1;27;1759
10;1;28;1757
10;1;29;1755
10;1;30;1752
10;1;31;1750
10;1;32;1747
10;1;33;1745
10;1;34;1742
10;1;35;1740
10;1;36;1737
10;1;37;1734
10;1;38;1732
10;1;39;1729
10;1;40;1726
10;1;41;1723
10;1;42;1720
10;1;43;1716
10;1;44;1713
10;1;45;1710
10;1;46;1707
10;1;47;1704
10;1;48;1701
10;1;49;1698
10;1;50;1695
10;1;51;1693
10;1;52;1691
10;1;53;1690
