主合同被保险人与附加合同被保险人为非同一人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
《工银安盛人寿附加豁免保险费定期寿险（2016）》保费表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
每1000元基本保险金额                                                                                                                                                                                                                                                                                                                                                                                                                                                               单位：人民币元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"交费期间投保年龄",男性,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2年交,2年交,3年交,4年交,5年交,6年交,7年交,8年交,9年交,10年交,11年交,12年交,13年交,14年交,15年交,16年交,17年交,18年交,19年交,20年交,21年交,22年交,23年交,24年交,25年交,26年交,27年交,28年交,29年交,2年交,3年交,4年交,5年交,6年交,7年交,8年交,9年交,10年交,11年交,12年交,13年交,14年交,15年交,16年交,17年交,18年交,19年交,20年交,21年交,22年交,23年交,24年交,25年交,26年交,27年交,28年交,29年交
40,,0.82,1.12,1.42,1.76,2.12,2.48,2.83,3.2,3.78,4.2,4.64,5.11,5.6,6.12,6.66,7.22,7.81,8.42,9.18,9.85,10.54,11.27,12.03,12.83,13.67,14.57,15.51,16.51,0.34,0.47,0.6,0.75,0.9,1.05,1.2,1.36,1.61,1.79,1.99,2.19,2.41,2.63,2.87,3.12,3.38,3.66,4,4.3,4.62,4.96,5.32,5.7,6.11,6.55,7.03,7.53
41,,0.89,1.22,1.56,1.93,2.33,2.72,3.11,3.52,4.15,4.62,5.1,5.62,6.15,6.71,7.3,7.91,8.54,9.2,10.03,10.75,11.5,12.29,13.13,14.01,14.94,15.92,16.96,18.06,0.38,0.52,0.66,0.82,0.99,1.16,1.33,1.51,1.78,1.98,2.19,2.42,2.65,2.9,3.16,3.43,3.72,4.02,4.39,4.72,5.08,5.45,5.85,6.28,6.73,7.22,7.75,8.32
42,,0.98,1.34,1.71,2.13,2.56,3,3.42,3.87,4.57,5.08,5.61,6.17,6.75,7.36,7.99,8.65,9.33,10.04,10.95,11.73,12.55,13.42,14.33,15.3,16.33,17.41,18.55,19.77,0.42,0.57,0.73,0.91,1.1,1.28,1.47,1.66,1.97,2.19,2.42,2.67,2.92,3.19,3.48,3.77,4.08,4.41,4.82,5.19,5.58,5.99,6.43,6.91,7.42,7.97,8.57,9.21
43,,1.08,1.48,1.88,2.34,2.83,3.3,3.77,4.26,5.03,5.58,6.16,6.77,7.4,8.05,8.74,9.45,10.19,10.96,11.94,12.8,13.7,14.65,15.66,16.72,17.85,19.05,20.31,21.65,0.46,0.63,0.81,1.01,1.21,1.42,1.62,1.84,2.17,2.41,2.67,2.94,3.22,3.51,3.82,4.14,4.48,4.84,5.29,5.7,6.13,6.59,7.09,7.62,8.19,8.81,9.48,10.2
44,,1.19,1.63,2.08,2.58,3.12,3.64,4.15,4.69,5.53,6.13,6.76,7.41,8.09,8.8,9.54,10.31,11.11,11.95,13.02,13.96,14.95,16,17.11,18.29,19.53,20.85,22.25,23.74,0.51,0.7,0.89,1.11,1.34,1.57,1.79,2.03,2.39,2.66,2.94,3.23,3.53,3.85,4.19,4.54,4.91,5.31,5.81,6.26,6.74,7.26,7.81,8.41,9.06,9.75,10.5,11.32
45,,1.31,1.8,2.29,2.85,3.43,4,4.57,5.16,6.07,6.72,7.4,8.11,8.84,9.61,10.4,11.24,12.11,13.03,14.2,15.23,16.32,17.48,18.71,20,21.37,22.84,24.39,26.05,0.57,0.78,0.99,1.23,1.48,1.73,1.98,2.24,2.64,2.93,3.23,3.55,3.88,4.23,4.59,4.98,5.39,5.82,6.38,6.88,7.42,8,8.62,9.3,10.02,10.81,11.66,12.58
46,,1.45,1.99,2.53,3.14,3.78,4.4,5.01,5.65,6.65,7.35,8.08,8.85,9.64,10.47,11.33,12.24,13.19,14.19,15.49,16.62,17.83,19.1,20.45,21.89,23.41,25.04,26.77,28.61,0.63,0.86,1.09,1.36,1.64,1.91,2.18,2.46,2.9,3.21,3.54,3.89,4.25,4.63,5.03,5.46,5.91,6.39,7.01,7.57,8.18,8.83,9.53,10.29,11.11,12,12.96,14.01
47,,1.6,2.19,2.78,3.45,4.15,4.83,5.49,6.18,7.26,8.02,8.81,9.63,10.49,11.38,12.32,13.31,14.36,15.46,16.89,18.14,19.47,20.88,22.37,23.97,25.66,27.47,29.39,,0.69,0.95,1.21,1.5,1.8,2.1,2.4,2.71,3.18,3.52,3.88,4.26,4.65,5.07,5.51,5.98,6.48,7.02,7.72,8.35,9.03,9.76,10.55,11.41,12.33,13.34,14.43,
48,,1.75,2.4,3.05,3.78,4.54,5.28,5.99,6.74,7.91,8.72,9.57,10.46,11.39,12.37,13.39,14.48,15.63,16.85,18.42,19.81,21.28,22.83,24.5,26.27,28.16,30.17,,,0.76,1.05,1.33,1.65,1.98,2.31,2.63,2.96,3.48,3.85,4.24,4.65,5.09,5.55,6.04,6.56,7.12,7.73,8.5,9.21,9.98,10.8,11.7,12.67,13.72,14.86,,
49,,1.92,2.63,3.34,4.13,4.96,5.75,6.52,7.33,8.58,9.46,10.38,11.34,12.36,13.42,14.55,15.75,17.02,18.37,20.1,21.63,23.26,25,26.85,28.82,30.92,,,,0.84,1.15,1.46,1.81,2.17,2.53,2.88,3.24,3.8,4.21,4.63,5.08,5.56,6.07,6.61,7.2,7.83,8.51,9.38,10.18,11.04,11.98,12.99,14.1,15.29,,,
50,,2.1,2.87,3.64,4.5,5.39,6.24,7.07,7.94,9.3,10.24,11.24,12.29,13.4,14.57,15.81,17.14,18.54,20.04,21.95,23.65,25.46,27.4,29.46,31.66,,,,,0.92,1.26,1.6,1.98,2.38,2.76,3.14,3.53,4.15,4.59,5.05,5.55,6.08,6.65,7.26,7.92,8.63,9.4,10.37,11.27,12.25,13.32,14.47,15.72,,,,
51,,2.29,3.12,3.95,4.88,5.84,6.76,7.65,8.58,10.05,11.08,12.16,13.31,14.53,15.82,17.2,18.67,20.22,21.87,23.99,25.89,27.91,30.07,32.37,,,,,,1.01,1.38,1.75,2.16,2.59,3.01,3.42,3.85,4.52,5,5.52,6.07,6.66,7.3,7.98,8.73,9.53,10.39,11.49,12.52,13.63,14.83,16.14,,,,,
52,,2.48,3.39,4.28,5.27,6.3,7.29,8.25,9.26,10.84,11.97,13.16,14.42,15.77,17.2,18.73,20.35,22.08,23.91,26.27,28.39,30.65,33.05,,,,,,,1.1,1.5,1.9,2.35,2.82,3.27,3.71,4.18,4.92,5.46,6.03,6.65,7.31,8.03,8.8,9.64,10.54,11.52,12.77,13.93,15.2,16.57,,,,,,
53,,2.69,3.65,4.61,5.68,6.78,7.85,8.88,9.98,11.71,12.94,14.25,15.65,17.15,18.74,20.43,22.23,24.15,26.2,28.83,31.2,33.72,,,,,,,,1.2,1.63,2.07,2.55,3.06,3.55,4.04,4.56,5.37,5.96,6.61,7.3,8.05,8.86,9.73,10.68,11.7,12.81,14.23,15.55,16.99,,,,,,,
54,,2.89,3.93,4.96,6.1,7.29,8.44,9.57,10.76,12.65,14.01,15.47,17.03,18.69,20.46,22.34,24.34,26.48,28.78,31.72,34.36,,,,,,,,,1.3,1.77,2.24,2.77,3.32,3.86,4.4,4.97,5.87,6.54,7.26,8.04,8.89,9.81,10.8,11.87,13.03,14.3,15.91,17.41,,,,,,,,
55,,3.1,4.21,5.32,6.55,7.84,9.09,10.32,11.64,13.71,15.23,16.85,18.58,20.43,22.39,24.49,26.73,29.13,31.7,34.98,,,,,,,,,,1.41,1.92,2.43,3,3.61,4.2,4.8,5.44,6.44,7.2,8.01,8.9,9.86,10.9,12.02,13.24,14.57,16.01,17.84,,,,,,,,,
56,,3.32,4.52,5.71,7.05,8.44,9.81,11.18,12.63,14.93,16.62,18.43,20.35,22.41,24.59,26.94,29.46,32.15,35.02,,,,,,,,,,,1.52,2.08,2.63,3.27,3.94,4.6,5.26,5.98,7.11,7.96,8.89,9.9,10.98,12.16,13.44,14.83,16.35,17.99,,,,,,,,,,
57,,3.56,4.86,6.14,7.61,9.14,10.65,12.17,13.79,16.34,18.23,20.24,22.38,24.67,27.13,29.76,32.59,35.6,,,,,,,,,,,,1.65,2.26,2.87,3.57,4.32,5.06,5.81,6.62,7.89,8.87,9.92,11.06,12.29,13.63,15.1,16.69,18.41,,,,,,,,,,,
58,,3.84,5.24,6.66,8.26,9.96,11.64,13.33,15.15,17.98,20.09,22.33,24.72,27.29,30.05,33.02,36.18,,,,,,,,,,,,,1.8,2.47,3.16,3.94,4.77,5.61,6.46,7.38,8.82,9.92,11.12,12.41,13.82,15.36,17.03,18.84,,,,,,,,,,,,
59,,4.16,5.7,7.26,9.04,10.92,12.81,14.7,16.73,19.89,22.23,24.73,27.43,30.33,33.43,36.76,,,,,,,,,,,,,,1.98,2.73,3.49,4.37,5.31,6.26,7.23,8.29,9.91,11.16,12.52,14,15.62,17.37,19.28,,,,,,,,,,,,,
60,,4.55,6.25,7.98,9.97,12.08,14.19,16.31,18.57,22.09,24.7,27.53,30.56,33.82,37.32,,,,,,,,,,,,,,,2.2,3.04,3.9,4.89,5.96,7.04,8.14,9.34,11.19,12.61,14.17,15.87,17.71,19.72,,,,,,,,,,,,,,
